CREBBP	CREB binding protein	chr16:3775055-3930727	Proteincoding	270/1018	ALL-US:2/27|AML-US:1/161|BLCA-CN:12/103|BLCA-US:1/130|BRCA-EU:7/560|BRCA-FR:2/64|BRCA-US:13/955|BTCA-JP:5/239|CESC-US:12/194|CLLE-ES:1/218|COAD-US:10/216|COCA-CN:3/187|ESAD-UK:3/203|ESCA-CN:8/228|GBM-US:4/268|KIRC-US:4/404|KIRP-US:2/159|LGG-US:4/283|LICA-CN:2/163|LICA-FR:7/240|LIHC-US:6/188|LINC-JP:3/244|LIRI-JP:2/258|LUSC-KR:3/66|LUSC-US:14/178|MALY-DE:31/100|MELA-AU:8/183|ORCA-IN:3/131|OV-AU:1/93|OV-US:2/88|PACA-AU:3/391|PACA-CA:1/259|PBCA-DE:8/380|PRAD-US:3/256|READ-US:4/80|RECA-EU:1/95|SKCA-BR:1/70|SKCM-US:21/335|STAD-US:29/289|THCA-US:1/400|UCEC-US:22/246	265
CDKN2A	cyclin-dependent kinase inhibitor 2A	chr9:21967751-21995300	Proteincoding	258/535	BOCA-FR:1/98|BOCA-UK:3/66|BRCA-EU:2/560|BRCA-US:2/955|BTCA-JP:6/239|CESC-US:3/194|COAD-US:2/216|ESAD-UK:18/203|ESCA-CN:6/228|GBM-US:2/268|KIRC-US:3/404|KIRP-US:1/159|LGG-US:1/283|LICA-CN:2/163|LICA-FR:3/240|LINC-JP:5/244|LIRI-JP:2/258|LUSC-KR:2/66|LUSC-US:23/178|MELA-AU:21/183|ORCA-IN:10/131|PACA-AU:50/391|PACA-CA:43/259|PBCA-DE:1/380|PRAD-US:1/256|READ-US:1/80|SKCA-BR:2/70|SKCM-US:32/335|STAD-US:9/289|UCEC-US:1/246	138
KMT2A	lysine (K)-specific methyltransferase 2A	chr11:118307205-118397539	Proteincoding	235/732	BLCA-CN:4/103|BRCA-EU:10/560|BRCA-UK:1/117|BRCA-US:15/955|BTCA-JP:5/239|CESC-US:8/194|COAD-US:21/216|COCA-CN:9/187|EOPC-DE:1/62|ESAD-UK:4/203|ESCA-CN:1/228|GBM-US:2/268|KIRC-US:5/404|KIRP-US:1/159|LAML-KR:3/117|LGG-US:2/283|LICA-CN:2/163|LICA-FR:6/240|LIHC-US:5/188|LINC-JP:7/244|LIRI-JP:4/258|LUSC-KR:2/66|LUSC-US:3/178|MALY-DE:1/100|MELA-AU:13/183|ORCA-IN:3/131|OV-US:2/88|PACA-AU:1/391|PACA-CA:5/259|PBCA-DE:1/380|PRAD-CA:1/124|PRAD-US:2/256|SKCA-BR:1/70|SKCM-US:34/335|STAD-US:28/289|THCA-US:5/400|UCEC-US:17/246	248
NF1	neurofibromin 1	chr17:29421945-29709134	Proteincoding	226/1392	BLCA-CN:3/103|BRCA-EU:8/560|BRCA-UK:2/117|BRCA-US:16/955|BTCA-JP:6/239|CESC-US:5/194|CLLE-ES:1/218|COAD-US:7/216|COCA-CN:8/187|ESCA-CN:1/228|GBM-US:23/268|KIRC-US:1/404|KIRP-US:1/159|LAML-KR:2/117|LGG-US:14/283|LICA-FR:4/240|LIHC-US:1/188|LINC-JP:4/244|LIRI-JP:5/258|LUSC-KR:1/66|LUSC-US:9/178|MELA-AU:19/183|NBL-US:2/108|OV-AU:4/93|OV-US:4/88|PACA-CA:4/259|PBCA-DE:4/380|READ-US:1/80|SKCA-BR:5/70|SKCM-US:31/335|STAD-US:15/289|THCA-SA:2/129|UCEC-US:13/246	222
NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog	chr1:115247090-115259515	Proteincoding	224/464	AML-US:11/161|BLCA-CN:2/103|BLCA-US:1/130|BOCA-FR:1/98|BRCA-US:1/955|BTCA-JP:6/239|CLLE-ES:1/218|COAD-US:4/216|GBM-US:1/268|LAML-KR:2/117|LGG-US:1/283|LICA-CN:2/163|LIHC-US:1/188|LIRI-JP:1/258|LUSC-KR:1/66|LUSC-US:1/178|MALY-DE:1/100|MELA-AU:43/183|NBL-US:1/108|ORCA-IN:1/131|OV-AU:1/93|PACA-CA:3/259|READ-US:2/80|SKCA-BR:4/70|SKCM-US:81/335|STAD-US:2/289|THCA-SA:9/129|THCA-US:34/400|UCEC-US:5/246	14
CIC	capicua transcriptional repressor	chr19:42772689-42799949	Proteincoding	223/452	AML-US:1/161|BLCA-CN:3/103|BLCA-US:2/130|BOCA-FR:1/98|BRCA-EU:8/560|BRCA-FR:1/64|BRCA-US:6/955|BTCA-JP:6/239|CESC-US:8/194|CLLE-ES:1/218|COAD-US:15/216|COCA-CN:5/187|ESAD-UK:4/203|ESCA-CN:1/228|GBM-US:1/268|KIRC-US:4/404|KIRP-US:2/159|LGG-US:49/283|LICA-CN:1/163|LICA-FR:2/240|LIHC-US:3/188|LIRI-JP:1/258|LUSC-US:4/178|MALY-DE:1/100|MELA-AU:14/183|ORCA-IN:4/131|OV-US:1/88|PACA-AU:2/391|PACA-CA:4/259|PAEN-AU:1/52|PBCA-DE:1/380|PRAD-US:1/256|READ-US:1/80|RECA-EU:2/95|SKCA-BR:5/70|SKCM-US:14/335|STAD-US:26/289|UCEC-US:17/246	209
VHL	von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase	chr3:10182692-10193904	Proteincoding	219/382	BRCA-EU:1/560|BRCA-FR:1/64|BTCA-JP:1/239|COAD-US:1/216|KIRC-US:181/404|KIRP-US:2/159|LICA-FR:1/240|LUSC-KR:2/66|LUSC-US:1/178|MELA-AU:1/183|OV-AU:1/93|PAEN-AU:1/52|PRAD-US:1/256|RECA-CN:2/10|RECA-EU:13/95|SKCA-BR:1/70|SKCM-US:3/335|STAD-US:2/289|UCEC-US:3/246	166
SETD2	SET domain containing 2	chr3:47057919-47205457	Proteincoding	216/864	ALL-US:1/27|AML-US:3/161|BOCA-FR:2/98|BOCA-UK:1/66|BRCA-EU:5/560|BRCA-KR:1/33|BRCA-UK:2/117|BRCA-US:11/955|BTCA-JP:1/239|CESC-US:3/194|CLLE-ES:3/218|COAD-US:6/216|COCA-CN:5/187|ESAD-UK:3/203|ESCA-CN:2/228|GBM-US:3/268|KIRC-US:17/404|KIRP-US:9/159|LAML-KR:1/117|LGG-US:4/283|LICA-CN:3/163|LICA-FR:5/240|LIHC-US:6/188|LINC-JP:9/244|LIRI-JP:4/258|LUSC-KR:1/66|LUSC-US:3/178|MALY-DE:2/100|MELA-AU:16/183|OV-US:3/88|PACA-AU:8/391|PACA-CA:5/259|PAEN-AU:2/52|PAEN-IT:1/37|PBCA-DE:6/380|PRAD-CA:1/124|PRAD-UK:1/108|PRAD-US:4/256|READ-US:2/80|RECA-EU:6/95|SKCA-BR:1/70|SKCM-US:14/335|STAD-US:12/289|THCA-SA:1/129|THCA-US:1/400|UCEC-US:16/246	224
RB1	retinoblastoma 1	chr13:48877887-49056122	Proteincoding	203/954	BLCA-CN:8/103|BLCA-US:1/130|BRCA-EU:16/560|BRCA-KR:1/33|BRCA-UK:2/117|BRCA-US:18/955|BTCA-JP:2/239|CESC-US:8/194|COAD-US:4/216|COCA-CN:3/187|EOPC-DE:1/62|ESAD-UK:3/203|ESCA-CN:5/228|GBM-US:21/268|KIRC-US:1/404|LGG-US:2/283|LICA-CN:5/163|LICA-FR:5/240|LIHC-US:10/188|LINC-JP:3/244|LIRI-JP:6/258|LUSC-KR:2/66|LUSC-US:7/178|MALY-DE:1/100|MELA-AU:7/183|OV-AU:3/93|OV-US:5/88|PACA-AU:2/391|PACA-CA:6/259|PBCA-DE:1/380|PRAD-UK:1/108|PRAD-US:1/256|READ-US:3/80|SKCM-US:11/335|STAD-US:9/289|THCA-US:2/400|UCEC-US:17/246	183
EP300	E1A binding protein p300	chr22:41487790-41576081	Proteincoding	203/676	AML-US:2/161|BLCA-CN:9/103|BLCA-US:1/130|BRCA-EU:5/560|BRCA-FR:1/64|BRCA-UK:3/117|BRCA-US:12/955|BTCA-JP:3/239|CESC-US:20/194|CLLE-ES:1/218|COAD-US:8/216|COCA-CN:6/187|ESAD-UK:3/203|ESCA-CN:7/228|GBM-US:1/268|KIRC-US:5/404|KIRP-US:3/159|LICA-CN:1/163|LICA-FR:4/240|LIHC-US:3/188|LINC-JP:1/244|LIRI-JP:3/258|LUSC-KR:3/66|LUSC-US:7/178|MALY-DE:4/100|MELA-AU:12/183|NBL-US:1/108|ORCA-IN:5/131|OV-AU:1/93|PACA-AU:3/391|PACA-CA:1/259|PAEN-IT:1/37|PBCA-DE:1/380|PRAD-US:4/256|READ-US:4/80|SKCA-BR:2/70|SKCM-US:17/335|STAD-US:16/289|THCA-SA:1/129|UCEC-US:18/246	202
NOTCH2	notch 2	chr1:120454176-120612240	Proteincoding	196/1154	BLCA-US:8/130|BRCA-EU:10/560|BRCA-FR:1/64|BRCA-KR:1/33|BRCA-UK:1/117|BRCA-US:17/955|BTCA-JP:1/239|CESC-US:7/194|COAD-US:6/216|COCA-CN:4/187|ESAD-UK:4/203|ESCA-CN:5/228|GBM-US:4/268|KIRC-US:4/404|KIRP-US:1/159|LAML-CN:1/63|LGG-US:4/283|LICA-CN:1/163|LICA-FR:2/240|LIHC-US:4/188|LINC-JP:4/244|LIRI-JP:2/258|LUSC-KR:3/66|LUSC-US:9/178|MALY-DE:2/100|MELA-AU:14/183|ORCA-IN:6/131|OV-AU:2/93|PACA-AU:3/391|PACA-CA:2/259|PAEN-AU:1/52|PBCA-DE:3/380|PRAD-CA:1/124|PRAD-US:4/256|READ-US:1/80|RECA-EU:1/95|SKCA-BR:2/70|SKCM-US:20/335|STAD-US:18/289|UCEC-US:12/246	174
NOTCH1	notch 1	chr9:139388896-139440314	Proteincoding	195/647	BLCA-US:4/130|BRCA-EU:6/560|BRCA-UK:1/117|BRCA-US:6/955|BTCA-JP:3/239|CESC-US:10/194|CLLE-ES:18/218|COAD-US:6/216|COCA-CN:4/187|ESAD-UK:11/203|ESCA-CN:16/228|KIRC-US:2/404|KIRP-US:2/159|LGG-US:18/283|LICA-FR:1/240|LIHC-US:1/188|LINC-JP:5/244|LIRI-JP:2/258|LUSC-KR:1/66|LUSC-US:12/178|MELA-AU:6/183|ORCA-IN:22/131|OV-AU:1/93|PACA-AU:1/391|PACA-CA:1/259|PBCA-DE:4/380|PRAD-US:2/256|SKCA-BR:2/70|SKCM-US:11/335|STAD-US:13/289|UCEC-US:3/246	190
CHD4	chromodomain helicase DNA binding protein 4	chr12:6679249-6716642	Proteincoding	194/506	BLCA-CN:1/103|BLCA-US:7/130|BRCA-EU:9/560|BRCA-FR:2/64|BRCA-US:17/955|BTCA-JP:4/239|CESC-US:7/194|COAD-US:7/216|COCA-CN:7/187|ESAD-UK:4/203|ESCA-CN:3/228|GACA-CN:1/9|GBM-US:1/268|KIRC-US:5/404|KIRP-US:2/159|LGG-US:2/283|LICA-CN:1/163|LICA-FR:1/240|LIHC-US:5/188|LINC-JP:5/244|LIRI-JP:2/258|LUSC-KR:1/66|LUSC-US:4/178|MALY-DE:2/100|MELA-AU:13/183|ORCA-IN:3/131|OV-AU:1/93|PACA-AU:2/391|PACA-CA:1/259|PAEN-AU:1/52|PRAD-CA:1/124|PRAD-UK:1/108|PRAD-US:3/256|READ-US:1/80|SKCM-US:16/335|STAD-US:22/289|THCA-SA:1/129|THCA-US:1/400|UCEC-US:27/246	187
GNAS	GNAS complex locus	chr20:57414773-57486247	Proteincoding	193/793	BLCA-US:4/130|BRCA-EU:6/560|BRCA-US:10/955|BTCA-JP:9/239|CESC-US:3/194|COAD-US:16/216|COCA-CN:8/187|ESAD-UK:8/203|KIRC-US:4/404|KIRP-US:1/159|LAML-KR:1/117|LGG-US:1/283|LICA-CN:1/163|LICA-FR:2/240|LIHC-US:4/188|LINC-JP:8/244|LIRI-JP:1/258|LUSC-KR:1/66|LUSC-US:3/178|MELA-AU:11/183|OV-AU:1/93|OV-US:1/88|PACA-AU:10/391|PACA-CA:12/259|PAEN-AU:1/52|PBCA-DE:2/380|PRAD-CA:1/124|PRAD-UK:1/108|READ-US:2/80|RECA-EU:2/95|SKCA-BR:2/70|SKCM-US:19/335|STAD-US:19/289|THCA-SA:2/129|THCA-US:3/400|UCEC-US:13/246	146
GATA3	GATA binding protein 3	chr10:8095567-8117161	Proteincoding	192/574	AML-US:1/161|BLCA-US:1/130|BRCA-EU:38/560|BRCA-UK:14/117|BRCA-US:75/955|BTCA-JP:3/239|COAD-US:6/216|COCA-CN:5/187|ESAD-UK:1/203|ESCA-CN:3/228|LICA-CN:1/163|LIRI-JP:2/258|LUSC-US:6/178|MALY-DE:1/100|MELA-AU:3/183|PACA-CA:1/259|PBCA-DE:2/380|READ-US:2/80|SKCA-BR:1/70|SKCM-US:6/335|STAD-US:16/289|THCA-SA:1/129|UCEC-US:3/246	168
CACNA1D	calcium channel, voltage-dependent, L type, alpha 1D subunit	chr3:53528683-53847760	Proteincoding	185/1249	BLCA-CN:1/103|BLCA-US:4/130|BOCA-FR:1/98|BOCA-UK:1/66|BRCA-EU:10/560|BRCA-FR:2/64|BRCA-UK:1/117|BRCA-US:14/955|BTCA-JP:1/239|CESC-US:3/194|COAD-US:14/216|COCA-CN:3/187|ESAD-UK:3/203|ESCA-CN:3/228|GBM-US:4/268|KIRC-US:2/404|KIRP-US:2/159|LGG-US:1/283|LICA-CN:4/163|LICA-FR:2/240|LIHC-US:2/188|LIRI-JP:1/258|LUSC-KR:1/66|LUSC-US:6/178|MELA-AU:23/183|ORCA-IN:2/131|OV-US:2/88|PACA-AU:1/391|PACA-CA:2/259|PBCA-DE:2/380|PRAD-US:1/256|READ-US:1/80|SKCA-BR:4/70|SKCM-US:19/335|STAD-US:22/289|THCA-US:2/400|UCEC-US:18/246	193
NSD1	nuclear receptor binding SET domain protein 1	chr5:176560026-176727216	Proteincoding	183/994	BLCA-CN:5/103|BRCA-EU:7/560|BRCA-US:10/955|BTCA-JP:4/239|CESC-US:10/194|CLLE-ES:1/218|COAD-US:8/216|COCA-CN:3/187|ESAD-UK:4/203|ESCA-CN:6/228|GBM-US:1/268|KIRC-US:3/404|KIRP-US:4/159|LAML-CN:1/63|LICA-CN:1/163|LICA-FR:3/240|LIHC-US:6/188|LINC-JP:1/244|LIRI-JP:2/258|LUSC-KR:2/66|LUSC-US:9/178|MALY-DE:3/100|MELA-AU:14/183|ORCA-IN:3/131|OV-AU:1/93|OV-US:1/88|PACA-CA:2/259|PBCA-DE:3/380|PRAD-UK:1/108|PRAD-US:1/256|READ-US:4/80|SKCA-BR:2/70|SKCM-US:16/335|STAD-US:15/289|THCA-US:3/400|UCEC-US:23/246	219
PTCH1	patched 1	chr9:98205262-98279339	Proteincoding	182/651	BLCA-CN:3/103|BLCA-US:7/130|BOCA-UK:4/66|BRCA-EU:1/560|BRCA-UK:2/117|BRCA-US:11/955|BTCA-JP:3/239|CESC-US:2/194|CLLE-ES:1/218|COAD-US:14/216|COCA-CN:8/187|ESAD-UK:3/203|ESCA-CN:6/228|GBM-US:1/268|KIRC-US:7/404|KIRP-US:1/159|LAML-KR:1/117|LICA-CN:5/163|LICA-FR:1/240|LIHC-US:1/188|LINC-JP:1/244|LIRI-JP:2/258|LUSC-KR:1/66|LUSC-US:4/178|MALY-DE:1/100|MELA-AU:7/183|ORCA-IN:1/131|OV-AU:1/93|OV-US:2/88|PACA-AU:2/391|PACA-CA:1/259|PAEN-IT:1/37|PBCA-DE:25/380|PRAD-US:1/256|READ-US:1/80|SKCA-BR:2/70|SKCM-US:8/335|STAD-US:18/289|THCA-SA:1/129|THCA-US:2/400|UCEC-US:18/246	184
ARID2	AT rich interactive domain 2 (ARID, RFX-like)	chr12:46123448-46301823	Proteincoding	176/1083	BLCA-CN:2/103|BRCA-EU:1/560|BRCA-UK:1/117|BRCA-US:4/955|BTCA-JP:12/239|CESC-US:1/194|COAD-US:6/216|COCA-CN:2/187|ESAD-UK:3/203|ESCA-CN:1/228|GBM-US:1/268|KIRC-US:1/404|KIRP-US:1/159|LGG-US:2/283|LICA-CN:1/163|LICA-FR:12/240|LIHC-US:5/188|LINC-JP:21/244|LIRI-JP:18/258|LUSC-US:1/178|MELA-AU:11/183|ORCA-IN:8/131|PACA-AU:4/391|PACA-CA:4/259|PBCA-DE:4/380|PRAD-US:4/256|READ-US:1/80|SKCA-BR:1/70|SKCM-US:25/335|STAD-US:11/289|THCA-SA:1/129|THCA-US:1/400|UCEC-US:5/246	168
KRAS	Kirsten rat sarcoma viral oncogene homolog	chr12:25357723-25403870	Proteincoding	173/1237	AML-US:5/161|BRCA-EU:1/560|BTCA-JP:11/239|CESC-US:3/194|COAD-US:38/216|COCA-CN:23/187|ESAD-UK:2/203|KIRC-US:1/404|LGG-US:1/283|LICA-CN:1/163|LIHC-US:1/188|LINC-JP:2/244|LIRI-JP:2/258|LUSC-US:1/178|MELA-AU:1/183|PACA-AU:27/391|PACA-CA:12/259|PBCA-DE:2/380|READ-US:7/80|SKCM-US:2/335|STAD-US:15/289|THCA-SA:1/129|THCA-US:1/400|UCEC-US:13/246	29
SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	chr19:11071598-11176071	Proteincoding	172/778	BLCA-CN:2/103|BRCA-EU:5/560|BRCA-FR:1/64|BRCA-KR:1/33|BRCA-US:5/955|BTCA-JP:2/239|CESC-US:4/194|COAD-US:11/216|COCA-CN:4/187|ESAD-UK:8/203|GBM-US:1/268|KIRC-US:4/404|KIRP-US:4/159|LGG-US:8/283|LICA-CN:3/163|LIHC-US:4/188|LINC-JP:4/244|LUSC-KR:1/66|LUSC-US:5/178|MALY-DE:9/100|MELA-AU:10/183|ORCA-IN:2/131|OV-AU:1/93|OV-US:1/88|PACA-AU:6/391|PACA-CA:7/259|PBCA-DE:14/380|PRAD-UK:1/108|READ-US:2/80|RECA-CN:1/10|RECA-EU:1/95|SKCA-BR:2/70|SKCM-US:12/335|STAD-US:15/289|THCA-US:1/400|UCEC-US:10/246	146
